date,open,high,low,close,adj_close
2026-03-27,1345.77,1354.74,1313.77,1318.46,1318.46
2026-03-30,1286.96,1309.39,1249.18,1268.81,1268.81
2026-04-01,1295.93,1306.3,1210.6,1245.79,1245.79
2026-04-02,1235.32,1237.51,1183.08,1231.53,1231.53
2026-04-06,1221.16,1252.66,1200.33,1248.08,1248.08
2026-04-07,1231.43,1241.3,1209.2,1216.38,1216.38
2026-04-08,1246.09,1274.0,1242.5,1260.84,1260.84
2026-04-09,1260.84,1287.65,1237.31,1279.88,1279.88
2026-04-10,1295.63,1314.87,1276.49,1311.48,1311.48
2026-04-13,1281.97,1363.72,1267.72,1357.34,1357.34
2026-04-15,1385.65,1408.38,1376.48,1397.81,1397.81
2026-04-16,1404.59,1427.62,1382.86,1404.39,1404.39
2026-04-17,1412.16,1443.27,1389.14,1435.59,1435.59
2026-04-20,1442.47,1471.88,1425.42,1433.5,1433.5
2026-04-21,1440.47,1464.0,1439.88,1452.64,1452.64
2026-04-22,1455.33,1498.79,1450.44,1476.96,1476.96
2026-04-23,1471.38,1471.88,1425.12,1440.97,1440.97
2026-04-24,1448.35,1465.4,1427.42,1459.42,1459.42
2026-04-27,1476.76,1525.11,1470.38,1510.26,1510.26
2026-04-28,1517.63,1528.9,1494.31,1506.37,1506.37
2026-04-29,1519.23,1533.08,1460.41,1470.18,1470.18
2026-04-30,1465.4,1465.4,1413.76,1425.92,1425.92
2026-05-04,1440.67,1459.12,1408.87,1449.65,1449.65
2026-05-05,1447.45,1448.45,1355.74,1371.59,1371.59
2026-05-06,1375.68,1381.56,1357.24,1375.28,1375.28
2026-05-07,1384.65,1384.65,1348.07,1359.63,1359.63
2026-05-08,1358.73,1358.73,1316.86,1320.65,1320.65
2026-05-11,1311.48,1318.36,1294.93,1302.41,1302.41
2026-05-12,1311.88,1343.78,1261.64,1265.62,1265.62
2026-05-13,1265.62,1298.62,1251.07,1254.96,1254.96
2026-05-14,1258.95,1295.93,1241.7,1289.45,1289.45
2026-05-15,1276.19,1285.36,1220.76,1226.85,1226.85
2026-05-18,1201.92,1251.47,1194.85,1248.88,1248.88
2026-05-19,1248.88,1305.9,1247.08,1298.52,1298.52
2026-05-20,1290.05,1300.22,1280.28,1291.74,1291.74
2026-05-21,1296.13,1307.39,1258.15,1269.51,1269.51
2026-05-22,1270.91,1276.99,1258.65,1264.13,1264.13
2026-05-25,1276.99,1290.94,1272.3,1279.98,1279.98
2026-05-26,1281.08,1284.86,1259.64,1267.42,1267.42
2026-05-27,1268.02,1280.88,1244.69,1257.85,1257.85
2026-05-29,1258.05,1295.93,1228.34,1241.8,1241.8
2026-06-01,1251.07,1253.16,1220.17,1224.55,1224.55
2026-06-02,1216.18,1240.4,1200.23,1236.52,1236.52
2026-06-03,1235.92,1237.51,1203.82,1231.13,1231.13
2026-06-04,1220.17,1303.8,1214.19,1282.47,1282.47
2026-06-05,1286.66,1305.9,1284.27,1294.23,1294.23
2026-06-08,1275.99,1325.64,1262.04,1272.2,1272.2
2026-06-09,1274.8,1307.89,1274.8,1300.32,1300.32
2026-06-10,1296.43,1314.57,1280.98,1285.96,1285.96
2026-06-11,1280.98,1292.94,1268.02,1273.3,1273.3
2026-06-12,1285.0,1305.0,1273.1,1285.4,1285.4
2026-06-15,1310.0,1345.0,1301.0,1326.4,1326.4
2026-06-16,1328.7,1342.8,1318.8,1327.6,1327.6
2026-06-17,1326.3,1381.8,1325.3,1352.9,1352.9
2026-06-18,1355.0,1370.4,1344.5,1357.6,1357.6
2026-06-19,1357.6,1366.7,1332.6,1343.4,1343.4
2026-06-22,1384.0,1411.9,1349.4,1354.0,1354.0
2026-06-23,1354.0,1357.8,1309.1,1327.4,1327.4
2026-06-24,1325.0,1335.0,1302.1,1310.1,1310.1
2026-06-25,1310.9,1330.6,1296.1,1302.4,1302.4
2026-06-29,1303.2,1306.8,1280.4,1290.0,1290.0
2026-06-30,1299.9,1300.0,1272.0,1277.6,1277.6
2026-07-01,1290.0,1301.2,1272.7,1281.1,1281.1
2026-07-02,1287.7,1298.8,1278.1,1290.6,1290.6
2026-07-03,1298.9,1304.7,1275.7,1280.2,1280.2
2026-07-06,1280.9,1302.0,1277.5,1278.4,1278.4
2026-07-07,1287.1,1298.0,1267.6,1288.0,1288.0
2026-07-08,1284.5,1298.0,1267.3,1288.0,1288.0
2026-07-09,1255.3,1275.5,1254.6,1269.4,1269.4
2026-07-10,1275.0,1290.0,1272.6,1274.4,1274.4
2026-07-13,1285.0,1334.0,1273.4,1329.7,1329.7
2026-07-14,1345.0,1363.1,1329.2,1358.9,1358.9
2026-07-15,1364.8,1384.2,1359.6,1377.4,1377.4
2026-07-16,1377.9,1403.0,1369.3,1375.4,1375.4
2026-07-17,1373.0,1378.9,1336.0,1342.4,1342.4
2026-07-20,1328.5,1361.0,1326.8,1360.6,1360.6
2026-07-21,1328.5,1361.7,1326.8,1357.4,1357.4
