date,open,high,low,close,adj_close,volume
2024-07-11,34806.14,35127.98,34659.5,34964.46,34964.46,
2024-07-12,35002.51,35050.12,34268.24,34500.84,34500.84,
2024-07-15,34599.02,34722.43,34364.31,34447.96,34447.96,
2024-07-16,34747.18,34756.06,34364.36,34471.18,34471.18,
2024-07-18,34531.27,34742.37,34152.92,34511.44,34511.44,
2024-07-19,34728.64,34728.64,33493.4,33617.03,33617.03,
2024-07-22,33617.03,34186.01,33263.53,33678.5,33678.5,
2024-07-23,33740.01,33961.5,32656.76,33608.94,33608.94,
2024-07-24,33673.61,34111.96,33382.96,33659.55,33659.55,
2024-07-25,33633.5,34452.39,33347.44,34285.7,34285.7,
2024-07-26,34285.7,34531.32,34100.32,34449.48,34449.48,
2024-07-29,34434.63,34685.38,34353.73,34468.23,34468.23,
2024-07-30,34477.05,34580.65,34343.86,34456.88,34456.88,
2024-07-31,34436.65,34560.81,33959.53,34510.05,34510.05,
2024-08-01,34386.29,34711.67,33807.25,33910.45,33910.45,
2024-08-02,33910.44,34116.94,33357.25,33455.67,33455.67,
2024-08-05,33051.45,33337.42,31717.21,31921.93,31921.93,
2024-08-06,31921.93,32775.15,31921.93,32261.53,32261.53,
2024-08-07,32459.44,32809.34,31374.17,31996.57,31996.57,
2024-08-08,31995.73,32084.28,31195.59,31409.34,31409.34,
2024-08-09,31502.48,32064.8,31422.51,31589.94,31589.94,
2024-08-12,31561.58,31561.58,30660.8,31174.88,31174.88,
2024-08-13,31360.36,31453.1,30949.53,31170.78,31170.78,
2024-08-14,31225.09,31225.14,30486.22,30578.12,30578.12,
2024-08-16,31024.86,31619.24,30668.74,31512.89,31512.89,
2024-08-19,31512.89,31652.84,31102.95,31182.52,31182.52,
2024-08-20,31324.84,31912.07,31307.28,31625.26,31625.26,
2024-08-21,31847.59,31847.59,31326.71,31782.33,31782.33,
2024-08-22,31782.33,32123.75,31672.22,32067.9,32067.9,
2024-08-23,32064.8,32386.53,31727.08,32163.61,32163.61,
2024-08-26,32222.65,32463.29,31992.82,32374.98,32374.98,
2024-08-27,32459.44,32480.21,31812.62,31867.42,31867.42,
2024-08-28,32084.48,32084.48,31388.77,31512.44,31512.44,
2024-08-29,31512.44,31768.76,31078.19,31306.93,31306.93,
